0	-0.595159	-0.604561	-0.939544	2.125517	0.697037
1	-0.172203	-1.931871	-1.579333	2.542162	0.643097
2	0.770563	0.795016	-0.516846	2.809013	0.429934
3	0.349917	-0.605756	0.088103	2.457231	0.413542
4	-1.422960	1.033292	0.312541	2.488692	0.362998
5	-1.004935	0.929848	0.045500	2.833077	0.408601
6	0.295955	-0.087707	-0.055828	3.005902	0.465572
7	-2.283802	-0.437440	0.678553	3.019956	0.452287
8	-0.789405	-1.407916	0.230695	3.316700	0.647521
9	-0.193838	1.244295	0.533419	3.139004	0.631494
10	-2.020628	0.536179	0.904492	3.156045	0.332080
11	2.468484	1.380449	0.201815	3.414532	0.237865
12	-0.467606	0.060583	-0.487080	3.068823	0.220834
13	-0.281783	0.424214	-0.818356	3.280837	0.062567
14	0.508816	-0.009568	0.237296	2.736641	0.007757
15	-0.182461	-0.488318	0.171093	2.442188	0.059567
16	-0.635910	0.499924	0.945607	2.262092	0.217315
17	0.965840	0.668240	0.869286	2.244101	0.174034
18	-0.153376	0.794434	0.259593	2.645607	0.185943
19	0.357799	0.143306	0.412765	2.865205	0.345775
20	-0.816631	0.775255	1.516071	2.837658	0.232685
21	-0.058180	0.424322	1.444654	3.267125	0.252069
22	0.355340	1.593433	0.591785	3.026384	0.309413
23	0.771878	0.890318	0.712440	3.055877	0.292084
24	-0.154045	1.204324	0.218535	3.347651	0.325860
25	-0.876597	0.653108	-0.075894	2.990872	0.295216
26	1.016981	-0.366760	-0.099543	2.461018	0.285440
27	-0.399169	1.154439	-0.556465	2.586230	0.237121
28	1.076188	1.142242	-0.118515	2.992856	0.057488
29	-0.290624	0.891118	0.072928	2.942500	-0.084223
30	-1.430560	0.228886	-0.272227	2.602741	-0.090786
31	-1.622175	1.483247	-1.675666	2.665214	-0.050203
32	-1.213437	2.008570	-0.379888	2.469861	0.018147
33	-1.548546	0.868147	-0.291625	2.885292	0.004934
34	-0.266900	1.683441	-1.525818	3.024203	-0.064769
35	1.782636	1.630890	-1.284392	2.431933	-0.137707
36	0.670276	0.363018	-0.484699	1.911303	-0.247770
37	-0.325254	1.355246	0.911428	1.327910	-0.399813
38	1.025939	1.154131	-0.045542	1.568449	-0.451981
39	-0.151921	-0.033499	0.566448	1.429570	-0.413399
40	-0.985168	-1.148393	-0.151009	0.958136	-0.295646
41	-1.146168	-0.028282	-0.513538	1.360664	-0.232756
42	1.005276	0.186093	-0.002361	1.569572	-0.123686
43	-0.170497	0.197817	0.000244	1.593872	-0.111478
44	0.647514	0.572675	0.198667	1.727271	-0.253111
45	0.700060	0.525539	0.470403	1.858369	-0.310623
46	-0.816712	2.309330	1.463339	1.925621	-0.298833
47	-0.261739	1.031284	0.022421	1.870071	-0.158020
48	0.756083	0.673275	-0.753997	1.334017	-0.149033
49	0.736209	0.220638	-0.004586	1.153914	-0.119953
50	-0.814533	-1.119455	0.234952	1.618145	-0.204141
51	0.617273	-1.155452	0.081632	1.352247	-0.186963
52	-1.650787	-1.513079	-0.164944	1.426509	-0.305350
53	0.531823	-0.652991	0.187358	1.653103	-0.342776
54	0.310121	0.690527	-0.850999	1.632832	-0.440290
55	0.068471	-0.136037	-1.201769	1.620668	-0.334503
56	0.891748	-2.036778	-0.702248	1.244320	-0.440921
57	-0.379725	-0.708950	-0.637159	1.553399	-0.263928
58	0.703930	-0.122930	-0.087186	1.043306	-0.279447
59	1.557037	0.072073	-0.367093	0.841843	-0.123814
60	-0.499254	-0.375763	-0.994466	1.125010	-0.070002
61	-0.022152	-0.004891	0.342348	1.398798	-0.043631
62	0.372552	0.306320	-0.080291	1.407570	-0.002204
63	0.844909	1.466984	-0.225721	1.776861	-0.122539
64	-0.053000	1.027016	0.080555	1.969369	-0.241826
65	1.144656	-0.158574	-0.473842	1.772371	-0.137267
66	1.061481	-0.741066	0.239010	1.475065	-0.227644
67	1.447303	-0.361219	-0.751588	1.159623	-0.346494
68	-0.581366	0.200681	-0.960067	1.721240	-0.370991
69	-1.423725	0.125073	-1.485795	2.033540	-0.502972
70	-0.516980	-0.929090	-1.594709	1.803616	-0.512306
71	-0.119880	-0.646534	-1.536379	2.171780	-0.373324
72	1.088288	-0.528386	-0.843960	2.289078	-0.273508
73	-0.658434	-0.733303	-0.325910	1.994174	-0.516280
74	0.365024	-0.225166	0.558768	1.630467	-0.364520
75	0.186233	-0.112823	0.468417	1.755288	-0.227319
76	-1.065087	0.479073	0.410127	2.164833	-0.243767
77	-2.333259	0.749079	-0.153463	2.118252	-0.184008
78	1.224006	-0.108316	-0.771512	2.267170	-0.081891
79	0.498372	0.235947	0.074249	1.972039	0.070790
80	0.121269	0.164537	-0.989951	1.967718	0.076799
81	-0.061597	-1.966343	-1.171028	2.011393	-0.053338
82	0.957024	-0.813248	0.143274	1.468434	0.038017
83	-0.253243	-0.884659	0.666707	1.625514	0.222759
84	0.179771	-0.002688	-0.645137	1.484975	0.217022
85	-1.122371	-0.606717	0.566941	2.001474	0.197918
86	0.135871	-0.690836	-0.040612	1.311258	0.338305
87	-1.119446	0.378302	0.836847	1.048604	0.464331
88	-1.128577	-0.230443	1.928879	0.866857	0.498403
89	1.170358	0.155852	1.881689	0.951682	0.617287
90	-0.623603	0.151800	0.407469	0.971815	0.673625
91	1.691507	-0.100493	-0.518316	1.266940	0.679630
92	-0.380019	-0.357788	0.980626	1.289634	0.537058
93	1.221486	0.156571	0.309367	1.195821	0.539514
94	0.798594	1.268070	0.552102	1.517492	0.531368
95	-0.812350	0.583878	1.030979	1.518185	0.665185
96	-0.102983	0.728201	0.665982	1.588983	0.904478
97	-0.914108	2.045765	0.032252	1.271125	0.888639
98	0.261535	0.471794	0.993474	1.260172	0.867969
99	2.029271	0.536311	0.582540	1.528320	0.919345
100	0.024303	0.441265	0.409859	1.924673	0.940912
101	1.311731	-0.165765	1.497611	1.824643	0.956196
102	0.659426	0.225645	1.332366	1.964624	0.847980
103	-1.007195	0.329377	1.648949	1.477657	0.899704
104	0.027048	-0.646311	1.209689	1.207651	0.886608
105	-1.766789	-1.823500	1.421916	1.788184	0.941684
106	1.490710	-1.321126	2.128580	1.935809	0.802405
107	-0.278579	-0.148880	1.803781	1.679138	0.807687
108	-0.378782	-1.043810	1.240049	0.955496	0.733199
109	1.644717	-0.760822	1.098519	0.948054	0.828111
110	1.309380	1.235363	2.206006	1.103651	0.896098
111	2.066842	0.538285	2.403264	1.021146	0.974828
112	-1.768590	0.892873	2.215150	1.001278	0.927276
113	1.374633	0.416788	2.300594	1.008165	0.825142
114	-0.874605	0.099324	0.967874	1.614161	0.702011
115	0.452255	1.426737	1.355102	2.171624	0.491044
116	0.161843	-0.604776	1.267513	2.152343	0.469617
117	0.627080	1.696884	0.174909	2.025971	0.501376
118	-1.324032	-0.043654	1.289386	2.330759	0.464401
119	-0.007039	-0.466304	1.332479	2.242823	0.413607
120	-0.381520	-0.804347	0.966601	2.210232	0.500206
121	-0.312719	-0.434056	1.473534	2.247241	0.602728
122	0.424363	0.683407	1.621421	2.042828	0.536568
123	0.033979	1.621809	1.009102	1.961877	0.367659
124	-0.146126	0.709779	0.986134	2.067243	0.341684
125	0.032811	0.645707	0.152958	2.045496	0.300275
126	-0.734332	-0.587681	0.507293	1.459398	0.212916
127	-0.375462	-0.674946	-0.447529	1.322418	0.353882
128	-1.979150	-0.373611	0.109325	1.439346	0.322260
129	-0.124453	0.588778	0.937266	1.657804	0.168290
130	0.959186	-0.390627	0.612330	1.627951	0.100043
131	0.145584	0.332261	-0.056836	1.534575	0.117093
132	-1.169566	0.875224	0.127378	0.994666	0.117295
133	-0.505699	2.776226	0.423723	1.111283	0.067390
134	-0.881234	2.026954	-1.201845	1.159474	-0.036883
135	0.810633	1.490993	-0.981407	1.464088	-0.157784
136	0.114915	1.177410	-0.672850	1.888818	0.023339
137	-0.733096	2.352065	0.007956	1.767742	0.098494
138	-0.562187	2.716073	0.339209	1.356273	0.100874
139	-0.995103	1.050070	-0.931701	1.818959	0.027530
140	1.525290	0.063975	-1.412724	1.650963	-0.035387
141	-0.486714	1.481862	-0.500437	1.880745	0.031918
142	-0.167070	0.939845	0.436994	1.841537	-0.023001
